#name	radius	orbital_period	semi_major_axis	tperi	impact_parameter	star_name	ra	dec	mag_v
HD75784c	nan	5040	6.5	nan	nan	HD75784	133.0997557	13.23343595	7.84
HD80606b	0.921	111.43637	0.449	2454424.857	nan	HD80606	140.6541667	50.6036111	8.93
HD80653b	0.144	0.719573	0.0166	nan	0.4	HD80653	140.339249	14.367923	9.5
HD85628Ab	1.53	2.82406	0.047	nan	0.33	HD85628A	147.5800667	-66.113925	8.19
HD89345b	0.612	11.81399	0.105	nan	0.489	HD89345	154.6708333	10.12916668	9.4
HD95338b	0.3551	55.086	0.231	nan	nan	HD95338	164.8583333	-56.62305557	8.6
HD97658b	0.20047	9.489295	0.08	nan	nan	HD97658	168.6375	25.7102778	6.27
HD108236b	0.14149	3.79523	0.0469	nan	nan	HD108236	186.574063	-51.363052	9.2
HD108236c	0.1845	6.2037	0.651	nan	nan	HD108236	186.574063	-51.363052	9.2
HD108236d	0.2427	14.17555	0.1131	nan	nan	HD108236	186.574063	-51.363052	9.2
HD108236e	0.2783	19.5917	0.14	nan	nan	HD108236	186.574063	-51.363052	9.2
HIP116454b	0.226	9.1265	0.098	nan	nan	HIP116454	353.9541667	0.445555574	10.19
HIP41378b	0.26	15.5712	nan	nan	0.55	HIP41378	126.6166667	10.08027779	8.9
HIP41378c	0.228	31.6978	nan	nan	0.53	HIP41378	126.6166667	10.08027779	8.9
HIP41378d	0.353	156	nan	nan	0.5	HIP41378	126.6166667	10.08027779	8.9
HIP41378e	0.4916	131	nan	nan	0.31	HIP41378	126.6166667	10.08027779	8.9
HIP41378f	0.91	324	nan	nan	0.227	HIP41378	126.6166667	10.08027779	8.9
HIP65Ab	2.03	0.9809734	0.01782	nan	1.169	HIP65A	0.187500015	-54.83083336	11.1
HIP67522b	0.8984	6.959503	nan	nan	nan	HIP67522	207.525	-40.83583335	9.9
HR858b	0.18601	3.58599	0.048	nan	0.59	HR858	42.98333335	-30.81444447	6.4
HR858c	0.17299	5.97293	0.074	nan	0.72	HR858	42.98333335	-30.81444447	6.4
HR858d	0.19306	11.23	0.1027	nan	0.729	HR858	42.98333335	-30.81444447	6.4
J1433b	nan	0.054	nan	nan	nan	J1433	218.325	10.18972223	nan
K0I-1783b	0.7904	134.4786723	0.5187	nan	0.9239	KOI-1783	289.341414	46.988243	nan
K2-10b	0.343	19.3044	nan	nan	0.4	K2-10	172.121964	1.690636	12.5
K2-100b	0.32	1.673833	0.0296	nan	0.4	K2-100	129.601257	20.106064	nan
K2-101b	0.178	14.677286	nan	nan	0.35	K2-101	130.344086	18.933874	nan
K2-102b	0.116	9.915615	nan	nan	0.43	K2-102	130.056046	19.778811	nan
K2-104b	0.175	1.974238	0.023	nan	nan	K2-104	129.636749	19.773829	nan
K2-105b	0.301	8.267704	0.0796	nan	0.36	K2-105	125.42028	13.49753	12
K2-107b	1.426	3.313959	0.0475	nan	0.74	K2-107	284.985382	-22.293402	nan
K2-108b	0.476	4.733999	0.0581	nan	0.33	K2-108	123.381874	16.419609	12.33
K2-11b	0.674	39.93767	0.2257	nan	nan	K2-11	169.042007	1.98684	nan
K2-110b	0.228	13.86387	0.1027	nan	0.31	K2-110	207.349533	-12.284491	11.91
K2-111b	0.162	5.3518	0.057	nan	0.309	K2-111	59.889755	21.298685	11.1
K2-113b	1.083	5.817685	0.0642	nan	0.72	K2-113	19.449286	6.868895	13.68
K2-114b	0.952	11.391013	0.0954	nan	0.44	K2-114	127.882965	11.922265	nan
K2-116b	0.062	4.655411	0.048	nan	nan	K2-116	336.151611	-11.578691	nan
K2-117b	0.181	1.2916	0.0189	nan	0.39	K2-117	133.855682	10.469131	nan
K2-117c	0.184	5.444017	0.0492	nan	0.4	K2-117	133.855682	10.469131	nan
K2-118b	0.227	50.92092	0.245	nan	nan	K2-118	132.126892	15.655983	nan
K2-119b	0.226	7.727283	0.0698	nan	0.41	K2-119	132.009735	16.901854	nan
K2-12b	0.208	8.28212	0.0802	nan	nan	K2-12	173.192032	2.244884	nan
K2-120b	0.179	9.562742	0.078	nan	nan	K2-120	132.14299	17.190685	nan
K2-121b	0.669	5.185761	0.0525	nan	0.21	K2-121	126.936722	17.579397	nan
K2-122b	0.108	2.219282	0.0285	nan	0.39	K2-122	126.476311	20.35957	nan
K2-123b	0.246	30.951524	0.1649	nan	0.39	K2-123	134.444183	21.453533	nan
K2-124b	0.259	6.413651	0.049	nan	0.47	K2-124	133.64119	23.132891	nan
K2-125b	0.194	21.750264	0.121	nan	nan	K2-125	204.14212	-14.947603	nan
K2-126b	0.176	7.385655	0.0656	nan	0.4	K2-126	203.546539	-13.576928	nan
K2-127b	0.747	3.588163	0.0411	nan	0.58	K2-127	207.078384	-11.588979	nan
K2-128b	0.127	5.675819	0.056	nan	nan	K2-128	204.437653	-8.597065	nan
K2-129b	0.093	8.239493	0.057	nan	nan	K2-129	289.148315	-25.644964	nan
K2-13b	0.169	39.91488	0.2114	nan	nan	K2-13	170.155533	2.502696	nan
K2-130b	0.112	2.49412	0.032	nan	nan	K2-130	290.270264	-19.690807	nan
K2-131b	0.152	0.36931	0.0095	nan	0.4	K2-131	182.751556	-9.765218	12
K2-132b	1.3	9.1751	0.0916	nan	0.848	K2-132	182.166397	-8.747175	nan
K2-133b	0.12	3.07133	0.03194	nan	0.63	K2-133	70.148567	25.010006	nan
K2-133c	0.143	4.86784	0.04341	nan	0.64	K2-133	70.148567	25.010006	nan
K2-133d	0.179	11.02454	0.07487	nan	0.37	K2-133	70.148567	25.010006	nan
K2-136b	0.088	7.975292	nan	nan	0.27	K2-136	67.41246	22.882721	11.2
K2-136c	0.26	17.307137	nan	nan	0.28	K2-136	67.41246	22.882721	11.2
K2-136d	0.129	25.575065	nan	nan	0.53	K2-136	67.41246	22.882721	11.2
K2-137b	0.079	0.179715	0.0058	nan	0.02	K2-137	186.870728	-6.195224	15.498
K2-138b	0.14	2.35322	0.0338	nan	0.5	K2-138	348.949036	-10.849696	12.21
K2-138c	0.225	3.55987	0.04454	nan	0.47	K2-138	348.949036	-10.849696	12.21
K2-138d	0.237	5.40478	0.05883	nan	0.47	K2-138	348.949036	-10.849696	12.21
K2-138e	0.294	8.26144	0.07807	nan	0.44	K2-138	348.949036	-10.849696	12.21
K2-138f	0.251	12.75759	0.1043	nan	0.48	K2-138	348.949036	-10.849696	12.21
K2-138g	0.2688	41.96797	0.231	nan	0.56	K2-138	348.949036	-10.849696	12.21
K2-139b	0.813	28.380619	0.1796	nan	0.17	K2-139	289.066528	-17.910688	11.7
K2-14b	0.429	8.36802	0.0627	nan	nan	K2-14	178.057022	2.594245	nan
K2-140b	1.093	6.56918	0.0687	nan	0.12	K2-140	188.137344	-9.60764	12.6
K2-141b	0.135	0.2803244	nan	nan	0	K2-141	350.9166667	-1.189166675	11.5
K2-141c	0.624	7.7485	nan	nan	nan	K2-141	350.9166667	-1.189166675	11.5
K2-146b	0.183	2.6446	0.027	nan	nan	K2-146	130.026779	19.092878	16.25
K2-146c	0.195	4.00498	0.034	nan	nan	K2-146	130.026779	19.092878	16.25
K2-147b	0.123	0.961917	0.0159	nan	nan	K2-147	293.833191	-28.497833	nan
K2-148b	0.119	4.38395	0.0454	nan	nan	K2-148	14.517821	-0.193155	nan
K2-148c	0.154	6.9226	0.0616	nan	nan	K2-148	14.517821	-0.193155	nan
K2-148d	0.146	9.7579	0.0774	nan	nan	K2-148	14.517821	-0.193155	nan
K2-149b	0.146	11.332	0.083	nan	nan	K2-149	9.821899	7.2771	nan
K2-15b	0.221	11.8104	0.091	nan	nan	K2-15	178.110794	4.254747	nan
K2-150b	0.178	10.59357	0.0727	nan	nan	K2-150	18.344175	8.987539	nan
K2-151b	0.133	3.835476	0.0373	nan	0.44	K2-151	19.304525	9.501381	nan
K2-152b	0.204	32.6479	0.1716	nan	0.25	K2-152	181.632797	-5.82741	nan
K2-153b	0.178	7.51574	0.0614	nan	0.42	K2-153	183.809189	2.020953	nan
K2-154b	0.178	3.67626	0.0405	nan	0.44	K2-154	189.001511	-2.669481	nan
K2-154c	0.185	7.95486	0.0677	nan	0.42	K2-154	189.001511	-2.669481	nan
K2-155b	0.161	6.342	0.0562	nan	0.34	K2-155	65.468697	21.3536	12.8
K2-155c	0.232	13.85	0.0946	nan	0.45	K2-155	65.468697	21.3536	12.8
K2-155d	0.17	40.718	0.1937	nan	0.44	K2-155	65.468697	21.3536	12.8
K2-156b	0.103	0.81314	0.0149	nan	0.41	K2-156	182.70018	-6.294205	nan
K2-157b	0.094	0.365257	nan	nan	nan	K2-157	183.751343	-5.781991	nan
K2-158b	0.236	10.06049	0.0887	nan	0.38	K2-158	179.939987	-5.721709	nan
K2-158c	0.114	5.90279	0.0622	nan	0.41	K2-158	179.939987	-5.721709	nan
K2-159b	0.202	12.42205	0.1013	nan	0.44	K2-159	180.540894	-3.580723	nan
K2-16b	0.18	7.6188	0.0667	nan	0.68	K2-16	175.09726	4.55734	14.298
K2-16c	0.227	19.07863	0.1229	nan	0.86	K2-16	175.09726	4.55734	14.298
K2-16d	0.092	2.71578	nan	nan	0.21	K2-16	175.09726	4.55734	14.298
K2-160b	0.284	3.705871	nan	nan	nan	K2-160	184.054581	-3.553082	nan
K2-161b	0.546	9.283188	nan	nan	nan	K2-161	183.793839	-3.495612	10.6
K2-162b	0.128	9.45889	0.0795	nan	0.41	K2-162	186.038666	-1.111351	nan
K2-163b	0.22	6.673117	nan	nan	nan	K2-163	182.329346	-0.539055	nan
K2-164b	0.29	17.355066	nan	nan	nan	K2-164	171.93367	-0.06284	nan
K2-165b	0.114	2.354992	nan	nan	nan	K2-165	184.90033	0.968397	nan
K2-165c	0.139	4.382745	nan	nan	nan	K2-165	184.90033	0.968397	nan
K2-165d	0.236	14.101361	nan	nan	nan	K2-165	184.90033	0.968397	nan
K2-166b	0.195	8.52695	0.0858	nan	0.4	K2-166	185.188293	2.282436	nan
K2-166c	0.109	3.80464	nan	nan	0.61	K2-166	185.188293	2.282436	nan
K2-167b	0.2088	9.9785275	nan	nan	6.30E-05	K2-167	336.575775	-18.011171	nan
K2-168b	0.166	15.8523	0.0979	nan	0.32	K2-168	333.109894	-16.341755	12.2
K2-169b	0.114	6.380803	nan	nan	nan	K2-169	337.044281	-14.599381	nan
K2-17b	0.199	17.96753	0.119	nan	nan	K2-17	178.329773	6.412261	nan
K2-170b	0.127	7.576544	nan	nan	nan	K2-170	335.450714	-14.593286	nan
K2-170c	0.161	12.400047	nan	nan	nan	K2-170	335.450714	-14.593286	nan
K2-171b	0.24	5.628466	nan	nan	nan	K2-171	332.34082	-13.428865	nan
K2-172b	0.149	14.316941	nan	nan	nan	K2-172	335.30838	-12.5569	nan
K2-172c	0.286	29.62682	nan	nan	nan	K2-172	335.30838	-12.5569	nan
K2-173b	0.143	5.868699	nan	nan	nan	K2-173	60.37495	15.625037	nan
K2-174b	0.232	19.562307	0.126	nan	0.02	K2-174	60.792843	16.347446	nan
K2-175b	0.182	9.525988	nan	nan	nan	K2-175	52.503578	17.584192	nan
K2-176b	0.133	5.329439	nan	nan	nan	K2-176	58.269165	17.907072	nan
K2-177b	0.189	14.155185	nan	nan	nan	K2-177	55.229565	20.736078	nan
K2-178b	0.317	8.747818	nan	nan	nan	K2-178	52.888882	22.43487	nan
K2-179b	0.224	5.172191	nan	nan	nan	K2-179	58.796898	23.756807	nan
K2-18b	0.211	32.939623	0.1429	nan	nan	K2-18	172.560455	7.588391	13.5
K2-180b	0.206	8.867209	0.0753	nan	0.42	K2-180	126.463936	10.246968	12.6
K2-181b	0.253	6.894256	0.0706	nan	0.43	K2-181	127.554031	10.910294	nan
K2-182b	0.246	4.736837	0.0529	nan	0.3	K2-182	130.180328	10.982941	nan
K2-183b	0.232	0.469269	nan	nan	nan	K2-183	125.007156	14.019461	nan
K2-183c	0.256	10.792635	0.0932	nan	0.49	K2-183	125.007156	14.019461	nan
K2-183d	0.255	22.631964	0.1527	nan	0.5	K2-183	125.007156	14.019461	nan
K2-184b	0.138	16.995731	0.1229	nan	0.42	K2-184	129.140106	14.461936	nan
K2-185b	0.117	10.616646	nan	nan	nan	K2-185	130.259659	14.69032	nan
K2-186b	0.283	41.474219	nan	nan	nan	K2-186	135.334976	18.825455	nan
K2-187b	0.116	0.77392	0.0164	nan	0.41	K2-187	132.523605	23.1926	nan
K2-187c	0.161	2.872042	0.0392	nan	0.43	K2-187	132.523605	23.1926	nan
K2-187d	0.283	7.14921	0.072	nan	0.41	K2-187	132.523605	23.1926	nan
K2-187e	0.212	13.609878	0.1106	nan	0.43	K2-187	132.523605	23.1926	nan
K2-188b	0.12	1.742169	0.0289	nan	0.4	K2-188	129.813629	23.357481	nan
K2-188c	0.252	7.810253	0.0785	nan	0.37	K2-188	129.813629	23.357481	nan
K2-189b	0.136	2.588309	0.0361	nan	0.41	K2-189	203.621292	-15.036359	nan
K2-189c	0.223	6.679195	0.068	nan	0.37	K2-189	203.621292	-15.036359	nan
K2-19b	0.691	7.9194	0.074	nan	0.17	K2-19	174.960312	0.603575	12.806
K2-19c	0.434	11.90715	0.0971	nan	0.63	K2-19	174.960312	0.603575	12.806
K2-19d	0.102	2.50856	0.0344	nan	0.59	K2-19	174.960312	0.603575	12.806
K2-190b	0.121	10.098858	nan	nan	nan	K2-190	205.363495	-13.160896	nan
K2-190c	0.098	21.574023	nan	nan	nan	K2-190	205.363495	-13.160896	nan
K2-191b	0.141	2.858646	nan	nan	nan	K2-191	201.639175	-12.806568	nan
K2-192b	0.136	4.162817	0.049	nan	0.43	K2-192	206.582275	-11.556253	nan
K2-193b	0.352	14.786889	0.1184	nan	0.29	K2-193	205.237061	-11.009296	nan
K2-194b	0.325	39.721386	nan	nan	nan	K2-194	204.608932	-8.92715	nan
K2-195b	0.279	15.852975	0.1208	nan	0.34	K2-195	199.831512	-8.50948	nan
K2-195c	0.23	28.482786	nan	nan	nan	K2-195	199.831512	-8.50948	nan
K2-196b	0.321	48.324222	nan	nan	nan	K2-196	200.456345	-8.471721	nan
K2-197b	0.228	8.357881	0.0806	nan	0.45	K2-197	202.393661	-7.374002	nan
K2-198b	0.374	17.0428683	0.09083	nan	0.661	K2-198	198.843811	-6.464886	11
K2-198c	0.127	3.3596055	0.03077	nan	0.715	K2-198	198.843811	-6.464886	11
K2-198d	0.218	7.4500177	0.05234	nan	0.047	K2-198	198.843811	-6.464886	11
K2-199b	0.167	3.225338	0.0385	nan	0.46	K2-199	208.901703	-6.136143	nan
K2-199c	0.248	7.374694	0.0668	nan	0.38	K2-199	208.901703	-6.136143	nan
K2-200b	0.122	2.849883	nan	nan	nan	K2-200	202.251602	-4.610228	nan
K2-201b	0.125	1.05979	nan	nan	nan	K2-201	293.56073	-23.131035	nan
K2-201c	0.293	22.779878	nan	nan	nan	K2-201	293.56073	-23.131035	nan
K2-202b	0.205	3.405164	nan	nan	nan	K2-202	283.264282	-22.407034	nan
K2-203b	0.122	9.695101	nan	nan	nan	K2-203	12.773741	-1.195891	nan
K2-204b	0.272	7.055784	nan	nan	nan	K2-204	17.382523	-0.51762	nan
K2-205b	0.178	26.672263	nan	nan	nan	K2-205	15.217487	0.425996	nan
K2-206b	0.249	18.294549	nan	nan	nan	K2-206	11.256313	0.593257	nan
K2-207b	0.232	12.48749	nan	nan	nan	K2-207	11.699704	0.640796	nan
K2-208b	0.15	4.190948	nan	nan	nan	K2-208	20.779097	0.889177	nan
K2-209b	0.077	2.080615	nan	nan	nan	K2-209	14.690681	1.383812	nan
K2-21b	0.164	9.325038	0.076	nan	nan	K2-21	340.30368	-14.488987	12.85
K2-21c	0.222	15.50192	0.107	nan	nan	K2-21	340.30368	-14.488987	12.85
K2-210b	0.073	0.570233	nan	nan	nan	K2-210	17.640936	1.578266	nan
K2-211b	0.123	0.669558	nan	nan	nan	K2-211	21.105953	1.704954	nan
K2-212b	0.2364	9.795635	0.0785	nan	0.42028	K2-212	18.423407	3.096936	nan
K2-213b	0.135	8.13087	nan	nan	nan	K2-213	13.140305	3.507705	nan
K2-214b	0.217	8.596802	0.0834	nan	0.39	K2-214	14.876077	4.227798	nan
K2-215b	0.189	8.269648	nan	nan	nan	K2-215	18.470087	6.123902	nan
K2-216b	0.156	2.1748	0.028	nan	0.45	K2-216	11.480249	6.346971	12.48
K2-217b	0.319	14.074524	nan	nan	nan	K2-217	11.298392	6.481562	nan
K2-218b	0.229	8.679885	nan	nan	nan	K2-218	12.809659	6.84646	nan
K2-219b	0.12	3.901287	nan	nan	nan	K2-219	12.845309	8.86764	nan
K2-219c	0.128	6.66767	nan	nan	nan	K2-219	12.845309	8.86764	nan
K2-219d	0.23	11.137278	nan	nan	nan	K2-219	12.845309	8.86764	nan
K2-22b	0.223	0.381078	0.0088	nan	0.65	K2-22	169.482819	2.61907	17
K2-220b	0.213	13.683256	0.1104	nan	0.38	K2-220	12.769862	9.516806	nan
K2-221b	0.15	2.399094	nan	nan	nan	K2-221	16.654982	10.189687	nan
K2-222b	0.213	15.387063	0.1211	nan	0.41	K2-222	16.46228	11.753423	nan
K2-223b	0.079	0.50565	0.0127	nan	0.41	K2-223	185.306152	-10.282037	nan
K2-223c	0.14	4.56327	0.0549	nan	0.42	K2-223	185.306152	-10.282037	nan
K2-224b	0.139	4.47904	0.0516	nan	0.41	K2-224	189.704086	-10.060654	nan
K2-224c	0.215	10.09489	0.0886	nan	0.4	K2-224	189.704086	-10.060654	nan
K2-225b	0.311	15.87209	0.134	nan	0.4	K2-225	186.54129	-9.624804	nan
K2-226b	0.137	3.27108	0.0413	nan	0.45	K2-226	183.645752	-9.562642	nan
K2-227b	0.149	13.621832	nan	nan	nan	K2-227	190.948471	-8.478236	nan
K2-228b	0.108	2.69828	0.0338	nan	0.42	K2-228	187.294785	-6.834258	nan
K2-229b	0.102	0.58426	0.0131	nan	0.38	K2-229	186.87326	-6.721861	nan
K2-229c	0.181	8.32727	0.0769	nan	0.39	K2-229	186.87326	-6.721861	nan
K2-229d	0.2364	31	0.182	nan	nan	K2-229	186.87326	-6.721861	nan
K2-230b	0.175	2.86041	0.0409	nan	0.39	K2-230	191.363205	-6.576109	nan
K2-231b	0.223	13.841901	nan	nan	0.55	K2-231	289.091827	-15.771108	12.7
K2-232b	1	11.168454	0.10356	2457911.5	0.041	K2-232	73.76651	18.654535	9.8
K2-233b	0.125	2.46746	0.03317	nan	0.2	K2-233	230.47998	-20.231684	10
K2-233c	0.119	7.06142	0.06687	nan	0.36	K2-233	230.47998	-20.231684	10
K2-233d	0.236	24.3662	0.1527	nan	0.5	K2-233	230.47998	-20.231684	10
K2-237b	1.642	2.1805577	0.0353	nan	0.52	K2-237	253.76889	-28.710564	11.6
K2-238b	1.3	3.20466	0.046	nan	nan	K2-238	347.704346	-7.857499	13.75
K2-239b	0.098	5.24	0.0441	nan	0.44	K2-239	160.594299	4.441349	14.549
K2-239c	0.089	7.775	0.0576	nan	0.73	K2-239	160.594299	4.441349	14.549
K2-239d	0.098	10.115	0.0685	nan	0.39	K2-239	160.594299	4.441349	14.549
K2-24b	0.482	20.88977	0.154	nan	0.37	K2-24	242.573715	-24.990332	11.648
K2-24c	0.669	42.3391	0.247	nan	0.22	K2-24	242.573715	-24.990332	11.648
K2-240b	0.178	6.034	0.0513	nan	0.28	K2-240	227.849609	-17.875217	13.92
K2-240c	0.161	20.523	0.1159	nan	0.29	K2-240	227.849609	-17.875217	13.92
K2-241b	0.227	26.8199	0.1567	nan	0.41	K2-241	181.239365	-6.804924	nan
K2-242b	0.227	6.51389	0.0494	nan	0.42	K2-242	179.835907	-6.517851	nan
K2-243b	0.194	11.54182	0.1087	nan	0.39	K2-243	181.121399	-4.899185	nan
K2-243c	0.179	24.94598	0.1817	nan	0.4	K2-243	181.121399	-4.899185	nan
K2-244b	0.156	21.06884	0.1418	nan	0.44	K2-244	183.468918	-3.831868	nan
K2-245b	0.387	11.89307	0.0959	nan	0.38	K2-245	185.181686	-1.590889	nan
K2-246b	0.311	5.76918	0.0602	nan	0.41	K2-246	181.629715	-1.16056	nan
K2-247b	0.189	2.25021	0.0304	nan	0.43	K2-247	188.893692	-10.069232	nan
K2-247c	0.195	6.49424	0.0615	nan	0.41	K2-247	188.893692	-10.069232	nan
K2-248b	0.229	7.17256	0.0699	nan	0.4	K2-248	182.817245	-9.414005	nan
K2-249b	0.249	12.409	0.1151	nan	0.41	K2-249	183.366669	-8.995114	nan
K2-25b	0.306	3.484552	nan	nan	0.6	K2-25	63.273434	15.247763	15.88
K2-250b	0.218	4.01457	0.0459	nan	0.41	K2-250	185.031769	-8.975785	nan
K2-251b	0.21	9.30075	0.0694	nan	0.44	K2-251	190.689224	-8.53592	nan
K2-252b	0.155	13.81513	0.1041	nan	0.41	K2-252	182.366364	-8.30952	nan
K2-253b	1.13	4.00167	0.0506	nan	0.34	K2-253	186.085403	-6.378884	nan
K2-254b	0.145	4.09639	0.0448	nan	0.72	K2-254	185.550751	-4.717236	nan
K2-254c	0.195	12.11839	0.0923	nan	0.42	K2-254	185.550751	-4.717236	nan
K2-255b	0.259	1.96417	0.0274	nan	0.44	K2-255	189.912994	-3.370542	nan
K2-256b	0.235	5.52011	0.0578	nan	0.42	K2-256	186.227158	-2.065931	nan
K2-257b	0.074	1.60588	0.0216	nan	0.4	K2-257	188.278488	-1.953159	nan
K2-258b	0.268	19.0921	0.149	nan	0.37	K2-258	187.631332	-1.16092	nan
K2-259b	0.207	15.48043	0.1271	nan	0.41	K2-259	186.802689	1.566849	nan
K2-26b	0.238	14.5665	0.0962	nan	0.57	K2-26	94.206581	24.596411	13
K2-260b	1.552	2.6266657	0.0404	2457820.738	0.122	K2-260	76.867325	16.867718	12.69
K2-261b	0.85	11.63344	0.102	2457907.58	0.27	K2-261	163.032425	0.493352	10.6
K2-263b	0.215	50.818947	0.2573	nan	0.84	K2-263	129.682388	15.680626	11.6
K2-264b	0.199	5.840002	0.05023	nan	0.4	K2-264	131.358566	19.698462	nan
K2-264c	0.238	19.660302	0.11283	nan	0.55	K2-264	131.358566	19.698462	nan
K2-265b	0.153	2.369172	0.03376	nan	0.3	K2-265	342.031525	-14.494689	11.1
K2-266b	0.294	0.658524	0.01306	2457945.724	1.011	K2-266	157.93544	0.937571	nan
K2-266c	0.063	7.814	0.0679	2457907.6	0.6	K2-266	157.93544	0.937571	nan
K2-266d	0.261	14.697	0.1035	2457944.8	0.29	K2-266	157.93544	0.937571	nan
K2-266e	0.244	19.482	0.1249	2457938.6	0.36	K2-266	157.93544	0.937571	nan
K2-268b	0.126	2.151894	0.0308	nan	0.43	K2-268	133.709549	11.848265	nan
K2-268c	0.24	9.326841	0.0819	nan	0.44	K2-268	133.709549	11.848265	nan
K2-269b	0.14	4.144965	0.0531	nan	0.42	K2-269	130.155167	13.014676	nan
K2-27b	0.4	6.771315	0.06702	nan	0.3	K2-27	171.515167	1.230738	nan
K2-270b	0.123	1.543069	0.0247	nan	0.42	K2-270	131.266602	13.549833	nan
K2-270c	0.263	4.400028	0.0497	nan	0.38	K2-270	131.266602	13.549833	nan
K2-271b	0.649	8.562421	0.077	nan	0.3	K2-271	125.223885	16.090946	nan
K2-272b	0.26	14.453533	0.1081	nan	0.39	K2-272	132.621124	17.542444	nan
K2-273b	0.394	11.716332	0.0974	nan	0.96	K2-273	129.777054	19.010023	nan
K2-274b	0.196	14.129714	0.1064	nan	0.39	K2-274	129.28244	20.399372	nan
K2-275b	0.2	3.280961	0.04	nan	0.41	K2-275	132.169891	20.455076	nan
K2-275c	0.209	8.438756	0.075	nan	0.35	K2-275	132.169891	20.455076	nan
K2-276b	0.336	18.718269	0.1291	nan	0.38	K2-276	125.952751	22.634024	nan
K2-277b	0.185	6.326763	0.0675	nan	0.41	K2-277	202.016632	-15.93782	nan
K2-278b	0.266	3.334966	0.0488	nan	0.43	K2-278	203.301773	-14.504056	nan
K2-279b	0.108	7.122605	0.067	nan	0.54	K2-279	204.779724	-6.041594	nan
K2-28b	0.207	2.260455	0.0214	nan	0.36	K2-28	335.62439	-7.955366	nan
K2-280b	0.684	19.895202	0.1488	2457315.06	0.45	K2-280	291.595337	-22.247662	12.5
K2-281b	0.73	8.687721	0.0773	nan	0.23	K2-281	16.22735	7.269234	nan
K2-282b	0.252	4.169836	0.0499	nan	0.4	K2-282	13.432017	7.995316	nan
K2-283b	0.314	1.921036	0.0291	nan	0.37	K2-283	13.194414	9.692924	nan
K2-284b	0.248	4.795069	0.04771	nan	0.28	K2-284	79.140686	20.255108	13.3
K2-285b	0.231	3.471745	0.03817	nan	0.57	K2-285	349.384277	1.30029	12.03
K2-285c	0.315	7.138048	0.0824	nan	0.05	K2-285	349.384277	1.30029	12.03
K2-285d	0.221	10.45582	0.1178	nan	0.2	K2-285	349.384277	1.30029	12.03
K2-285e	0.174	14.76289	0.18041	nan	0.17	K2-285	349.384277	1.30029	12.03
K2-286b	0.187	27.359	0.1768	nan	0.35	K2-286	233.369568	-16.773256	12.8
K2-287b	0.847	14.893291	0.1206	nan	nan	K2-287	233.074341	-22.358261	11.4
K2-288Bb	0.152	31.393463	0.164	nan	0.37	K2-288B	55.44166668	18.30222223	14.5
K2-289b	0.812	13.156969	0.107	nan	0.6	K2-289	246.643036	-15.792386	nan
K2-29b	1.19	3.2588321	0.04217	nan	0.58	K2-29	62.670647	24.402042	nan
K2-290b	0.273	9.21165	0.0923	nan	0.438	K2-290	234.857773	-20.198818	10
K2-290c	1.006	48.36685	0.305	nan	0.474	K2-290	234.857773	-20.198818	10
K2-291b	0.142	2.225177	0.03261	nan	0.646	K2-291	76.445793	21.54863	10
K2-292b	0.235	16.9841	0.13	nan	0.68	K2-292	205.376266	-9.946078	9.9
K2-293b	0.219	13.1225	0.1	nan	0.47	K2-293	351.606354	-6.027876	nan
K2-294b	0.148	2.50387	0.036	nan	0.51	K2-294	352.051666	-7.60369	nan
K2-295b	0.897	4.024867	0.0451	nan	0.17	K2-295	19.6099	6.816871	13.95
K2-3b	0.194	10.054626	0.0775	nan	0.22	K2-3	172.334946	-1.454787	12.17
K2-3c	0.165	24.646582	0.1405	nan	0.09	K2-3	172.334946	-1.454787	12.17
K2-3d	0.135	44.55646	0.2086	nan	0.3	K2-3	172.334946	-1.454787	12.17
K2-30b	1.039	4.098503	0.04839	nan	0.662	K2-30	52.341961	22.299404	13.5
K2-308b	0.884	3.38628	nan	nan	0.21	K2-308	78.339134	16.414202	15
K2-31b	1.06	1.25785	0.022	nan	0.975	K2-31	245.4408375	-23.54786669	10.8
K2-315b	0.085	3.1443189	0.0234	nan	0.565	K2-315	228.021652	-20.108528	18
K2-316b	0.119	1.133	0.0147	nan	0.43	K2-316	233.624756	-23.259212	nan
K2-316c	0.163	5.26	0.0582	nan	0.4	K2-316	233.624756	-23.259212	nan
K2-317b	0.261	6.22	0.0542	nan	0.43	K2-317	228.619278	-21.022715	nan
K2-318b	0.148	7.01	0.0911	nan	0.4	K2-318	232.446381	-17.557276	nan
K2-319b	0.249	26.68	0.1516	nan	0.35	K2-319	166.801025	3.040031	nan
K2-32b	0.443	8.991828	0.08035	nan	0.15	K2-32	252.426086	-19.542822	12.31
K2-32c	0.244	20.66186	0.1399	nan	0.28	K2-32	252.426086	-19.542822	12.31
K2-32d	0.292	31.7142	0.1862	nan	0.463	K2-32	252.426086	-19.542822	12.31
K2-32e	0.09	4.34882	0.04951	nan	0.22	K2-32	252.426086	-19.542822	12.31
K2-320b	0.234	1.995	0.0142	nan	0.49	K2-320	163.252151	5.306635	nan
K2-321b	0.174	2.298	0.041	nan	0.28	K2-321	156.405273	2.514349	nan
K2-322b	0.171	8.205	0.0594	nan	0.68	K2-322	156.622757	4.764019	nan
K2-323b	0.187	24.93	0.1275	nan	0.14	K2-323	159.421021	6.285933	nan
